,Unnamed: 0.1,CNN,PRIMARY_ST,start_loc,end_loc,count,DATE,lat_x,lon_x,lat_y,lon_y
205,412,737000,16TH ST,LANDERS ST,DOLORES ST,5515,1/13/2015,37.7656638,-122.4277074,37.7645565,-122.4266764
206,413,13064000,VALENCIA ST,19TH ST,18TH ST,6165,1/13/2015,37.759283,-122.4213544,37.759283,-122.4213544
207,414,13064000,VALENCIA ST,19TH ST,18TH ST,6552,1/13/2015,37.759283,-122.4213544,37.759283,-122.4213544
208,415,9031001,MILTON ST,BOSWORTH ST,SAN JOSE AVE,383,1/13/2015,37.7334738,-122.4293591,37.7406904,-122.423847
209,416,6909000,HIGHLAND AVE,ARLINGTON AVE,MISSION ST,584,1/13/2015,37.7334738,-122.4293591,37.7310909,-122.4289637
210,417,6909000,HIGHLAND AVE,ARLINGTON AVE,MISSION ST,546,1/13/2015,37.7334738,-122.4293591,37.7310909,-122.4289637
211,418,1506000,26TH ST,RHODE ISLAND ST,DE HARO ST,514,1/13/2015,37.7506875,-122.401123,37.7508582,-122.400146
212,429,6909000,HIGHLAND AVE,ARLINGTON AVE,MISSION ST,645,1/14/2015,37.7334738,-122.4293591,37.7310909,-122.4289637
213,430,6909000,HIGHLAND AVE,ARLINGTON AVE,MISSION ST,591,1/14/2015,37.7334738,-122.4293591,37.7310909,-122.4289637
214,435,6580101,GUERRERO ST,19TH ST,18TH ST,8619,1/15/2015,37.7603869,-122.4168053,37.761385,-122.4268241
215,436,11141000,ROOSEVELT WAY,15TH ST,BUENA VISTA TERRACE,2019,1/15/2015,37.7664842,-122.4395134,37.7666112,-122.4381563
216,439,11141000,ROOSEVELT WAY,15TH ST,BUENA VISTA TERRACE,2795,1/15/2015,37.7664842,-122.4395134,37.7666112,-122.4381563
217,440,4619000,DAY ST,CHURCH ST,DOLORES ST,660,1/15/2015,37.7672666,-122.4292613,37.7414969,-122.4240961
218,443,11140000,ROOSEVELT WAY,BUENA VISTA TERRACE,14TH ST,2756,1/15/2015,37.7666112,-122.4381563,37.7671082,-122.4372129
219,445,6580101,GUERRERO ST,19TH ST,18TH ST,10446,1/15/2015,37.7603869,-122.4168053,37.7616382,-122.4240276
220,446,4619000,DAY ST,CHURCH ST,DOLORES ST,506,1/15/2015,37.7672666,-122.4292613,37.7414969,-122.4240961
221,448,11140000,ROOSEVELT WAY,BUENA VISTA TERRACE,14TH ST,2219,1/15/2015,37.7666112,-122.4381563,37.7671082,-122.4372129
222,455,9747201,O'SHAUGHNESSY BLVD,DEL VALE AVE,PORTOLA DR,8531,1/27/2015,37.7421804,-122.4461908,37.7450726,-122.451384
223,457,9747101,O'SHAUGHNESSY BLVD,DEL VALE AVE,PORTOLA DR,8376,1/27/2015,37.7421804,-122.4461908,37.7450726,-122.451384
224,458,5664000,FOLSOM ST,4TH ST,5TH ST,17409,1/27/2015,37.7821627,-122.400841,37.7803581,-122.403142
225,459,7049000,HOWARD ST,7TH ST,8TH ST,12375,1/27/2015,37.7729902,-122.4031376,37.7787088,-122.4147492
226,460,7039001,HOWARD ST,4TH ST,5TH ST,16969,1/27/2015,37.7782151,-122.3965161,37.7793138,-122.4021849
227,461,7039001,HOWARD ST,9TH ST,10TH ST,14763,1/27/2015,37.776714,-122.4153262,37.7689546,-122.4080707
228,462,5679000,FOLSOM ST,9TH ST,10TH ST,16813,1/27/2015,37.77389555,-122.41141117758136,37.7689546,-122.4080707
229,468,3285000,BRYANT ST,4TH ST,5TH ST,10534,1/27/2015,37.7793958,-122.398165,37.7780096,-122.399904
230,469,3300000,BRYANT ST,9TH,10TH ST,13541,1/27/2015,37.7753324,-122.4034345,37.7689546,-122.4080707
231,470,6719000,HARRISON ST,4TH ST,5TH ST,15093,1/27/2015,37.7806542,-122.3999976,37.778884,-122.402236
232,471,6734000,HARRISON ST,9TH ST,10TH ST,16073,1/27/2015,37.7724025,-122.41045,37.7689546,-122.4080707
233,472,9106000,MISSION ST,9TH ST,10TH ST,8047,1/27/2015,37.7761223,-122.415024,37.7689546,-122.4080707
234,473,9106000,MISSION ST,9TH ST,10TH ST,8625,1/27/2015,37.7761223,-122.415024,37.7689546,-122.4080707
235,474,11803000,SHERMAN ST,FOLSOM ST,CLEVELAND ST,1280,1/27/2015,37.7842222,-122.3984442,37.7763864,-122.4072164
236,479,5070000,EDDY ST,WEBSTER ST,BUCHANAN ST,1928,1/29/2015,37.7806563,-122.4303536,37.7819459,-122.428912
237,481,9021000,MIGUEL ST,BEACON ST,BEMIS ST,675,1/29/2015,37.740838,-122.432936,37.7384132,-122.4287443
238,483,9021000,MIGUEL ST,BEACON ST,BEMIS ST,645,1/29/2015,37.740838,-122.432936,37.7384132,-122.4287443
239,484,793000,17TH ST,SHOTWELL ST,FOLSOM ST,4708,1/29/2015,37.7616188,-122.4160616,37.76391505,-122.41575794663834
240,485,5070000,EDDY ST,WEBSTER ST,BUCHANAN ST,2215,1/29/2015,37.7806563,-122.4303536,37.7819459,-122.428912
241,486,793000,17TH ST,SHOTWELL ST,FOLSOM ST,3804,1/29/2015,37.7616188,-122.4160616,37.76391505,-122.41575794663834
242,487,2490201,CESAR CHAVEZ ST,GUERRERO ST,VALENCIA ST,7986,2/3/2015,37.747911,-122.4225276,37.7480336,-122.419923
243,489,9880301,OCTAVIA BLVD,OAK ST,FELL ST,23216,2/3/2015,37.7714109,-122.4534023,37.7759099,-122.4231952
244,490,1506000,26TH ST,RHODE ISLAND ST,DE HARO ST,1442,2/3/2015,37.7506875,-122.401123,37.7508582,-122.400146
245,491,2490201,CESAR CHAVEZ ST,GUERRERO ST,VALENCIA ST,9355,2/3/2015,37.747911,-122.4225276,37.7480336,-122.419923
246,492,1506000,26TH ST,RHODE ISLAND ST,DE HARO ST,1476,2/3/2015,37.7506875,-122.401123,37.7508582,-122.400146
247,493,9880401,OCTAVIA BLVD,OAK ST,FELL ST,4236,2/3/2015,37.7714109,-122.4534023,37.7759099,-122.4231952
248,494,3316000,BRYANT ST,CESAR CHAVEZ ST,26TH ST,3507,2/3/2015,37.7482574,-122.4116629,37.7497054,-122.408967
249,495,9880101,OCTAVIA BLVD,OAK ST,HICKORY ST,1158,2/3/2015,37.7714109,-122.4534023,37.7751651,-122.4252619
250,496,9876101,OCTAVIA BLVD,HAIGHT ST,ROSE ST,1723,2/3/2015,37.7701595,-122.4458163,37.7737396,-122.421454
251,498,3316000,BRYANT ST,CESAR CHAVEZ ST,26TH ST,4395,2/3/2015,37.7482574,-122.4116629,37.7497054,-122.408967
252,499,9096002,MISSION ST,4TH ST,5TH ST,9142,2/3/2015,37.7846454,-122.4039142,37.7824103,-122.4070623
253,500,9096002,MISSION ST,4TH ST,5TH ST,7887,2/3/2015,37.7846454,-122.4039142,37.7824103,-122.4070623
254,515,9941000,OLYMPIA WAY,DELLBROOK AVE,DELLBROOK AVE,959,2/11/2015,37.7512726,-122.453068,37.7512726,-122.453068
255,516,1592000,28TH AVE,QUINTARA ST,RIVERA ST,933,2/11/2015,37.7483148,-122.485611,37.7469269,-122.4727715
256,518,1592000,28TH AVE,QUINTARA ST,RIVERA ST,981,2/11/2015,37.7483148,-122.485611,37.7469269,-122.4727715
257,521,177000,3RD ST,BRYANT ST,BRANNAN ST,21674,2/11/2015,37.7753324,-122.4034345,37.7794256,-122.393352
258,522,9941000,OLYMPIA WAY,DELLBROOK AVE,DELLBROOK AVE,895,2/12/2015,37.7512726,-122.453068,37.7512726,-122.453068
259,523,7945000,LAGUNA ST,LILY ST,OAK ST,3473,2/24/2015,37.7745618,-122.4225256,37.7714109,-122.4534023
260,525,7945000,LAGUNA ST,LILY ST,OAK ST,2871,2/24/2015,37.7745618,-122.4225256,37.7714109,-122.4534023
261,528,8393001,LINDEN AVE,OCTAVIA ST,LAGUNA ST,311,2/24/2015,37.7930167,-122.4279155,37.7750597,-122.4260018
262,529,10816101,QUESADA AVE,3RD ST,NEWHALL ST,346,2/25/2015,37.7770808,-122.3905503,37.7424511,-122.384306
263,531,10172000,PAGE ST,LAGUNA ST,BUCHANAN ST,3645,2/25/2015,37.7750597,-122.4260018,37.7817772,-122.4290408
264,533,10172000,PAGE ST,LAGUNA ST,BUCHANAN ST,1546,2/25/2015,37.7750597,-122.4260018,37.7817772,-122.4290408
265,536,10816201,QUESADA AVE,3RD ST,NEWHALL ST,453,2/25/2015,37.7770808,-122.3905503,37.7424511,-122.384306
266,537,11677000,SCOTIA AVE,QUINT ST,SILVER AVE,940,2/25/2015,37.740155,-122.393785,37.7316305,-122.399519
267,539,13775000,YORK ST,CESAR CHAVEZ ST,26TH ST,1924,2/25/2015,37.7482574,-122.4116629,37.7508962,-122.3998514
268,542,8278000,LEDYARD ST,MERCURY ST,SILVER AVE,1124,2/25/2015,37.731259,-122.401131,37.7289233,-122.4176875
269,543,6659000,HAMPSHIRE ST,CESAR CHAVEZ ST,26TH ST,4870,2/25/2015,37.7482574,-122.4116629,37.7508962,-122.3998514
270,544,13775000,YORK ST,CESAR CHAVEZ ST,26TH ST,194,2/25/2015,37.7482574,-122.4116629,37.7508962,-122.3998514
271,546,11677000,SCOTIA AVE,QUINT ST,SILVER AVE,786,2/25/2015,37.740155,-122.393785,37.7316305,-122.399519
272,548,6659000,HAMPSHIRE ST,CESAR CHAVEZ ST,26TH ST,265,2/25/2015,37.7482574,-122.4116629,37.7508962,-122.3998514
273,556,1532000,26T ST,VALENCIA ST,GUERRERO ST,2081,3/4/2015,37.7651741,-122.4219143,37.747911,-122.4225276
274,565,5331101,EVANS AVE,MENDELL ST,KEITH ST,3950,3/25/2015,37.740622,-122.384491,37.7387514,-122.381203
275,566,5331201,EVANS AVE,MENDELL ST,KEITH ST,3562,3/25/2015,37.740622,-122.384491,37.7387514,-122.381203
276,569,2440000,ARKANSAS ST,22ND ST,20TH ST,378,3/25/2015,37.7573966,-122.398094,37.759842,-122.398385
277,570,1504000,26TH ST,WISCONSIN ST,DE HARO ST,984,3/25/2015,37.751096,-122.398675,37.7508582,-122.400146
278,571,2440000,ARKANSAS ST,22ND ST,20TH ST,478,3/25/2015,37.7573966,-122.398094,37.7604997,-122.3885771
279,573,1504000,26TH ST,WISCONSIN ST,DE HARO ST,1320,3/25/2015,37.751096,-122.398675,37.7508582,-122.400146
280,575,11471000,SAN JOSE AVE,GOETHE ST,VALLEY ST,11639,6/23/2015,37.7085549,-122.4589889,37.744363,-122.428959
281,576,11471000,SAN JOSE AVE,GOETHE ST,VALLEY ST,9548,6/23/2015,37.7085549,-122.4589889,37.744363,-122.428959
282,579,11471000,SAN JOSE AVE,GOETHE ST,VALLEY ST,12072,6/24/2015,37.7085549,-122.4589889,37.744363,-122.428959
283,580,11471000,SAN JOSE AVE,GOETHE ST,VALLEY ST,9701,6/24/2015,37.7085549,-122.4589889,37.744363,-122.428959
284,583,7049000,HOWARD ST,7TH ST,8TH ST,11837,6/29/2015,37.7729902,-122.4031376,37.7787088,-122.4147492
285,584,5664000,FOLSOM ST,4TH ST,5TH ST,16002,6/29/2015,37.7821627,-122.400841,37.7803581,-122.403142
286,585,7039001,HOWARD ST,4TH ST,5TH ST,20139,6/29/2015,37.7782151,-122.3965161,37.7793138,-122.4021849
287,586,5679000,FOLSOM ST,9TH ST,10TH ST,18827,6/29/2015,37.77389555,-122.41141117758136,37.7689546,-122.4080707
288,588,7039001,HOWARD ST,9TH ST,10TH ST,13868,6/29/2015,37.776714,-122.4153262,37.7689546,-122.4080707
289,589,9096002,MISSION ST,4TH ST,5TH ST,10188,6/29/2015,37.7846454,-122.4039142,37.7824103,-122.4070623
290,590,9096002,MISSION ST,4TH ST,5TH ST,9985,6/29/2015,37.7846454,-122.4039142,37.7824103,-122.4070623
291,591,6719000,HARRISON ST,4TH ST,5TH ST,9810,6/29/2015,37.7806542,-122.3999976,37.778884,-122.402236
292,592,9106000,MISSION ST,9TH ST,10TH ST,12024,6/29/2015,37.7761223,-122.415024,37.7689546,-122.4080707
293,593,9106000,MISSION ST,9TH ST,10TH ST,10300,6/29/2015,37.7761223,-122.415024,37.7689546,-122.4080707
294,594,6734000,HARRISON ST,9TH ST,10TH ST,16613,6/29/2015,37.7724025,-122.41045,37.7689546,-122.4080707
295,595,7828101,KEZAR DR,LINCOLN WAY,OAK ST,20085,6/30/2015,37.7661301,-122.4609252,37.7714109,-122.4534023
296,596,7828201,KEZAR DR,LINCOLN WAY,OAK ST,19191,6/30/2015,37.7661301,-122.4609252,37.7714109,-122.4534023
297,598,7986000,LAGUNA ST,BAY ST,BEACH ST,8561,6/30/2015,37.806726,-122.4059099,37.8040689,-122.4394049
298,599,7986000,LAGUNA ST,BAY ST,BEACH ST,8586,6/30/2015,37.806726,-122.4059099,37.8040689,-122.4394049
299,600,10641000,POST ST,FRANKLIN ST,VAN NESS AVE,7262,6/30/2015,37.7863356,-122.4232167,37.7894913,-122.4222858
300,602,7828101,KEZAR DR,LINCOLN WAY,OAK ST,20184,7/1/2015,37.7661301,-122.4609252,37.7714109,-122.4534023
301,603,7828201,KEZAR DR,LINCOLN WAY,OAK ST,19307,7/1/2015,37.7661301,-122.4609252,37.7714109,-122.4534023
302,606,7986000,LAGUNA ST,BAY ST,BEACH ST,8198,7/1/2015,37.806726,-122.4059099,37.8040689,-122.4394049
303,607,7986000,LAGUNA ST,BAY ST,BEACH ST,8137,7/1/2015,37.806726,-122.4059099,37.8040689,-122.4394049
304,608,10641000,POST ST,FRANKLIN ST,VAN NESS AVE,7537,7/1/2015,37.7863356,-122.4232167,37.7894913,-122.4222858
305,609,9878301,OCTAVIA BLVD,PAGE ST,OAK ST,417,7/7/2015,37.7728238,-122.432412,37.7714109,-122.4534023
306,610,9878401,OCTAVIA BLVD,PAGE ST,OAK ST,1449,7/7/2015,37.7728238,-122.432412,37.7714109,-122.4534023
307,611,9880301,OCTAVIA BLVD,OAK ST,FELL ST,876,7/7/2015,37.7714109,-122.4534023,37.7759099,-122.4231952
308,612,9880401,OCTAVIA BLVD,OAK ST,FELL ST,398,7/7/2015,37.7714109,-122.4534023,37.7759099,-122.4231952
309,613,1379001,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,5050,7/7/2015,37.7837782,-122.4849279,37.7875021,-122.4851725
310,618,1379000,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,4556,7/7/2015,37.7837782,-122.4849279,37.7875021,-122.4851725
311,619,9878301,OCTAVIA BLVD,PAGE ST,OAK ST,447,7/8/2015,37.7728238,-122.432412,37.7714109,-122.4534023
312,620,9878401,OCTAVIA BLVD,PAGE ST,OAK ST,1524,7/8/2015,37.7728238,-122.432412,37.7714109,-122.4534023
313,621,9880301,OCTAVIA BLVD,OAK ST,FELL ST,901,7/8/2015,37.7714109,-122.4534023,37.7759099,-122.4231952
314,622,9880401,OCTAVIA BLVD,OAK ST,FELL ST,391,7/8/2015,37.7714109,-122.4534023,37.7759099,-122.4231952
315,623,1379002,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,4520,7/8/2015,37.7837782,-122.4849279,37.7875021,-122.4851725
316,624,1379003,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,4953,7/8/2015,37.7837782,-122.4849279,37.7875021,-122.4851725
317,627,2953000,BERRY ST,4TH ST,3RD ST,4696,7/8/2015,37.7756087,-122.3934783,37.7770808,-122.3905503
318,632,2953000,BERRY ST,4TH ST,3RD ST,4563,7/9/2015,37.7756087,-122.3934783,37.7770808,-122.3905503
319,633,13712101,WOODSIDE AVE,LAGUNA HONDA BLVD,PORTOLA DR,9472,7/28/2015,37.7489894,-122.459591,37.7455653,-122.4523516
320,634,13712201,WOODSIDE AVE,LAGUNA HONDA BLVD,PORTOLA DR,12387,7/28/2015,37.7489894,-122.459591,37.7455653,-122.4523516
321,635,8850000,MASONIC AVE,HAYES ST,GROVE ST,15577,7/28/2015,37.7741306,-122.4462686,37.7760298,-122.437281
322,636,8850000,MASONIC AVE,HAYES ST,GROVE ST,14254,7/28/2015,37.7741306,-122.4462686,37.7760298,-122.437281
323,643,13712101,WOODSIDE AVE,LAGUNA HONDA BLVD,PORTOLA DR,9549,7/29/2015,37.7489894,-122.459591,37.7455653,-122.4523516
324,644,13712201,WOODSIDE AVE,LAGUNA HONDA BLVD,PORTOLA DR,12527,7/29/2015,37.7489894,-122.459591,37.7455653,-122.4523516
325,647,9875101,OCTAVIA BLVD,MARKET ST,PAGE ST,18805,8/12/2015,37.7525335,-122.4427149,37.7728238,-122.432412
326,648,9875101,OCTAVIA BLVD,MARKET ST,PAGE ST,25558,8/12/2015,37.7525335,-122.4427149,37.7728238,-122.432412
327,649,10047000,OTIS ST,MISSION ST,N/S,18189,8/12/2015,37.7731599,-122.4186079,37.7718887,-122.4202091
328,650,9875101,OCTAVIA BLVD,MARKET ST,PAGE ST,25973,8/13/2015,37.7525335,-122.4427149,37.7728238,-122.432412
329,651,9875101,OCTAVIA BLVD,MARKET ST,PAGE ST,19346,8/13/2015,37.7525335,-122.4427149,37.7728238,-122.432412
330,652,6127101,GENEVA AVE,OCEAN AVE,SANTOS ST,12029,9/1/2015,37.7236783,-122.4379542,37.7116505,-122.4188071
331,653,6127101,GENEVA AVE,OCEAN AVE,SANTOS ST,12522,9/1/2015,37.7229737,-122.452547,37.708544,-122.420417
332,654,3025201,LYELL ST,BOSWORTH ST,STILL ST,7205,9/2/2015,37.7338987,-122.4357554,37.7318476,-122.4312698
333,655,3025201,LYELL ST,BOSWORTH ST,STILL ST,6638,9/2/2015,37.7338987,-122.4357554,37.7318476,-122.4312698
334,656,6127101,GENEVA AVE,OCEAN AVE,SANTOS ST,12225,9/2/2015,37.7229737,-122.452547,37.708544,-122.420417
335,657,6127101,GENEVA AVE,OCEAN AVE,SANTOS ST,12741,9/2/2015,37.7229737,-122.452547,37.708544,-122.420417
336,658,3025201,LYELL ST,BOSWORTH ST,STILL ST,7495,9/3/2015,37.7338987,-122.4357554,37.7318476,-122.4312698
337,659,3025201,LYELL ST,BOSWORTH ST,STILL ST,6773,9/3/2015,37.7338987,-122.4357554,37.7318476,-122.4312698
338,666,1743000,34TH AVE,ANZA ST,BALBOA ST,552,9/15/2015,37.7798991,-122.4559881,37.775934,-122.4945789
339,667,1743000,34TH AVE,ANZA ST,BALBOA ST,613,9/15/2015,37.7798991,-122.4559881,37.775934,-122.4945789
340,668,4616000,DAWNVIEW WAY,GLENVIEW DR,BURNETT AVE,507,9/15/2015,37.7473086,-122.4478102,37.7481496,-122.4449161
341,669,4616000,DAWNVIEW WAY,GLENVIEW DR,BURNETT AVE,169,9/15/2015,37.7473086,-122.4478102,37.7481496,-122.4449161
342,672,464000,10TH AVE,GEARY BLVD,CLEMENT ST,1376,9/15/2015,37.7829218,-122.443126,37.7826888,-122.4684437
343,674,464000,10TH AVE,GEARY BLVD,CLEMENT ST,1273,9/15/2015,37.7829218,-122.443126,37.7826888,-122.4684437
344,676,6885000,HERMANN ST,BUCHANAN ST,LAGUNA ST,3007,9/15/2015,37.7817772,-122.4290408,37.7750597,-122.4260018
345,678,6885000,HERMANN ST,BUCHANAN ST,LAGUNA ST,202,9/15/2015,37.7817772,-122.4290408,37.7750597,-122.4260018
346,679,388000,8TH AVE,CALIFORNIA ST,CLEMENT ST,1269,9/15/2015,37.7847894,-122.4670498,37.7827898,-122.4662994
347,680,388000,8TH AVE,CALIFORNIA ST,CLEMENT ST,971,9/15/2015,37.7847894,-122.4670498,37.7827898,-122.4662994
348,697,12562201,EMBARCADERO,JEFFERSON ST,STOCKTON ST,5412,9/18/2015,37.8085953,-122.4125827,37.7970876,-122.408523
349,698,12562101,EMBARCADERO,JEFFERSON ST,STOCKTON ST,1375,9/18/2015,37.8085953,-122.4125827,37.7970876,-122.408523
350,699,12562101,EMBARCADERO,JEFFERSON ST,STOCKTON ST,1837,9/19/2015,37.8085953,-122.4125827,37.7970876,-122.408523
351,700,12562201,EMBARCADERO,JEFFERSON ST,STOCKTON ST,6620,9/19/2015,37.8085953,-122.4125827,37.7970876,-122.408523
352,701,12562101,EMBARCADERO,JEFFERSON ST,STOCKTON ST,1780,9/20/2015,37.8085953,-122.4125827,37.7970876,-122.408523
353,702,12562201,EMBARCADERO,JEFFERSON ST,STOCKTON ST,5675,9/20/2015,37.8085953,-122.4125827,37.7970876,-122.408523
354,708,500000,12TH AVE,LINCOLN ST,IRVING ST,1084,9/22/2015,37.6676829,-122.4236681,37.7621961,-122.5083098
355,713,238000,4TH AVE,LAKE ST,CALIFORNIA ST,913,9/22/2015,37.7857054,-122.48623,37.78446,-122.4724574
356,714,685000,16TH AVE,NORIEGA ST,NORIEGA ST,1004,9/22/2015,37.7542641,-122.473184,37.7542641,-122.473184
357,715,685000,16TH AVE,NORIEGA ST,NORIEGA ST,744,9/22/2015,37.7542641,-122.473184,37.7542641,-122.473184
358,718,13403000,WASHINGTON ST,DRUMM ST,THE EMBARCADERO,5024,9/22/2015,37.7954585,-122.396706,37.7962775,-122.3950781
359,719,500000,12TH AVE,LINCOLN ST,IRVING ST,717,9/22/2015,37.6676829,-122.4236681,37.7621961,-122.5083098
360,720,13403000,WASHINGTON ST,DRUMM ST,THE EMBARCADERO,4034,9/22/2015,37.7954585,-122.396706,37.7962775,-122.3950781
361,721,238000,5TH AVE,LAKE ST,CALIFORNIA ST,800,9/22/2015,37.7857054,-122.48623,37.78446,-122.4724574
362,722,9031001,MILTON ST,BOSWORTH ST,SAN JOSE AVE,501,9/22/2015,37.7334738,-122.4293591,37.7406904,-122.423847
363,725,9031001,MILTON ST,BOSWORTH ST,SAN JOSE AVE,514,9/23/2015,37.7334738,-122.4293591,37.7406904,-122.423847
364,728,606000,15TH AVE,CLEMENT ST,CALIFORNIA ST,1084,9/24/2015,37.7825808,-122.4726317,37.78446,-122.4724574
365,729,764000,17TH AVE,PACHECO ST,ORTEGA ST,1715,9/24/2015,37.749519,-122.463017,37.7524726,-122.4742227
366,730,764000,17TH AVE,PACHECO ST,ORTEGA ST,1217,9/24/2015,37.749519,-122.463017,37.7524726,-122.4742227
367,731,606000,15TH AVE,CLEMENT ST,CALIFORNIA ST,713,9/24/2015,37.7825808,-122.4726317,37.78446,-122.4724574
368,732,1635000,29TH ST,CASTRO ST,DIAMOND ST,1613,9/24/2015,37.762413,-122.4351739,37.7331279,-122.4342876
369,733,1635000,29TH ST,CASTRO ST,DIAMOND ST,1310,9/24/2015,37.762413,-122.4351739,37.7331279,-122.4342876
370,734,9031001,MILTON ST,BOSWORTH ST,SAN JOSE AVE,549,9/24/2015,37.7334738,-122.4293591,37.7406904,-122.423847
371,738,9550000,NEWCOMB AVE,KEITH ST,KEITH ST,1292,9/29/2015,37.732919,-122.385852,37.732919,-122.385852
372,741,7078000,HUDSON AVE,MENDELL ST,NEWHALL ST,1537,9/29/2015,37.7389897,-122.386576,37.7398558,-122.388584
373,744,9550000,NEWCOMB AVE,KEITH ST,LANE ST,1722,9/29/2015,37.732919,-122.385852,37.7311383,-122.3906549
374,746,7078000,HUDSON AVE,MENDELL ST,NEWHALL ST,1437,9/29/2015,37.7389897,-122.386576,37.7398558,-122.388584
375,748,7198000,INDIANA ST,23RD ST,25TH ST,2158,9/29/2015,37.757286,-122.3923999,37.7508128,-122.4155588
376,752,6658000,HAMPSHIRE ST,25TH ST,26TH ST,1793,9/29/2015,37.7508128,-122.4155588,37.7508962,-122.3998514
377,753,13775000,YORK ST,26TH ST,CESAR CHAVEZ ST,1793,9/29/2015,37.7508962,-122.3998514,37.7482574,-122.4116629
378,754,8393001,LOCKSLEY AVE,WARREN DR,6TH AVE,2597,9/29/2015,37.7587448,-122.463166,37.7769476,-122.4640049
379,755,8393001,LOCKSLEY AVE,WARREN DR,6TH AVE,2161,9/29/2015,37.7587448,-122.463166,37.7769476,-122.4640049
380,763,5748000,FRANCE AVE,NAPLES ST,EDINBURGH ST,414,9/29/2015,37.714238,-122.4362501,37.7212455,-122.4320198
381,764,5748000,FRANCE AVE,NAPLES ST,EDINBURGH ST,411,9/29/2015,37.714238,-122.4362501,37.7212455,-122.4320198
382,767,6658000,HAMPSHIRE ST,25TH ST,26TH ST,303,9/29/2015,37.7508128,-122.4155588,37.7508962,-122.3998514
383,768,7782000,KEITH ST,OAKDALE AVE,PALOU AVE,849,9/29/2015,37.7323649,-122.386663,37.7320748,-122.387381
384,772,7198000,INDIANA ST,23RD ST,25TH ST,189,9/29/2015,37.757286,-122.3923999,37.7508128,-122.4155588
385,773,13775000,YORK ST,26TH ST,CESAR CHAVEZ ST,194,9/29/2015,37.7508962,-122.3998514,37.7482574,-122.4116629
386,774,7782000,KEITH ST,OAKDALE AVE,PALOU AVE,1010,9/29/2015,37.7323649,-122.386663,37.7320748,-122.387381
387,775,13304000,VIENNA ST,FRANCE AVE,ITALY AVE,638,9/29/2015,37.7164398,-122.43067,37.7165755,-122.4355516
388,776,13304000,VIENNA ST,FRANCE AVE,ITALY AVE,524,9/29/2015,37.7164398,-122.43067,37.7165755,-122.4355516
389,781,559000,14TH AVE,CABRILLO ST,FULTON ST,484,10/1/2015,37.7751274,-122.469243,37.7734186,-122.4656809
390,783,5964000,FUNSTON AVE,FULTON ST,CABRILLO ST,310,10/1/2015,37.7734186,-122.4656809,37.7751274,-122.469243
391,784,559000,14TH AVE,CABRILLO ST,FULTON ST,1113,10/1/2015,37.7751274,-122.469243,37.7734186,-122.4656809
392,791,1204000,22ND ST,NOE ST,CASTRO ST,578,10/1/2015,37.754805,-122.427714,37.762413,-122.4351739
393,792,11446000,SAN JOSE AVE,SANTA ROSA AVE,BADEN ST,2347,10/1/2015,37.7289928,-122.4400014,37.7317095,-122.4397515
394,793,493000,12TH AVE,LAKE ST,CALIFORNIA ST,571,10/1/2015,37.7857054,-122.48623,37.78446,-122.4724574
395,796,1203000,22ND ST,NOE ST,SANCHEZ ST,616,10/1/2015,37.754805,-122.427714,37.753957,-122.429884
396,797,1203000,22ND ST,NOE ST,SANCHEZ ST,369,10/1/2015,37.754805,-122.427714,37.753957,-122.429884
397,801,11592000,SANTA ROSA AVE,CAPISTRANO AVE,SAN JOSE AVE,2004,10/1/2015,37.72721,-122.438246,37.7289928,-122.4400014
398,804,13261000,VICENTE ST,35TH AVE,36TH AVE,2511,10/1/2015,37.7776851,-122.495325,37.7776362,-122.4963962
399,807,13261000,VICENTE ST,35TH AVE,36TH AVE,2914,10/1/2015,37.7776851,-122.495325,37.7776362,-122.4963962
400,808,1204000,22ND ST,NOE ST,CASTRO ST,417,10/1/2015,37.754805,-122.427714,37.762413,-122.4351739
401,810,11446000,SAN JOSE AVE,SANTA ROSA AVE,BADEN ST,1988,10/1/2015,37.7289928,-122.4400014,37.7317095,-122.4397515
402,813,11592000,SANTA ROSA AVE,CAPISTRANO AVE,SAN JOSE AVE,1549,10/1/2015,37.72721,-122.438246,37.7289928,-122.4400014
403,815,981000,19TH ST,SANCHEZ AVE,CHURCH ST,1561,10/1/2015,37.7693209,-122.43131,37.7672666,-122.4292613
404,816,13258000,VICENTE ST,32ND AVE,33RD AVE,3470,10/1/2015,37.7851694,-122.4926435,37.7638974,-122.4922141
405,821,13258000,VICENTE ST,32ND AVE,33RD AVE,2843,10/1/2015,37.7851694,-122.4926435,37.7638974,-122.4922141
406,823,1510000,26TH ST,HAMPSHIRE ST,YORK ST,2396,10/1/2015,37.7528069,-122.4073116,37.7512669,-122.4080611
407,826,493000,12TH AVE,LAKE ST,CALIFORNIA ST,456,10/1/2015,37.7857054,-122.48623,37.78446,-122.4724574
408,828,1510000,26TH ST,HAMPSHIRE ST,YORK ST,472,10/1/2015,37.7528069,-122.4073116,37.7512669,-122.4080611
409,834,12839000,UNION ST,GRANT ST,KEARNEY ST,2995,10/1/2015,37.792451,-122.4059105,37.6693041,-122.4213932
